5
4
1|2|1|Test2|Test1|15|2|0|1768385550|233|0|0

2|1|2|Test1|Test2|15|1|0|1768385842|45|0|0

3|1|2|Test1|Test2|15|2|1|1768386154|85|0|2
1,1,5,5,41;2,2,5,6,66;
4|4|5|Huy|trung1|15|5|1|1768538373|75|0|4
1,4,1,1,14;2,5,2,1,28;3,4,3,3,42;4,5,3,4,50;
